 Program Soft FBM Gaussian Binned (procs as sets)
 average displacement of reflected FBM
 weight on force -0.25000000000000000     
 step distribution GAU
 STEPSIG=   1.0000000000000000     
 GAMMMA=   1.3000000000000000     
 NT=     67108864
 L=   1000000.0000000000     
 NWALKERS_PER_SET=         128
 NSETS=          16
 IRINIT=           1
 NCONF=        2048
 FORCE_TYPE= LINEAR
 FORCE_TEST= NONE
 GRAD_FORM= SYMM
 GRAD_DX=            1
 GRAD_TEST= NONE
 KILL_FBM_TIME=    67108864
 WINDOW_WIDTH=            7
 WALKER_SIGMA=  0.50000000000000000     
 WALKER_WIDTH=    1.5000000000000000     
 NBINS=      5000000
 ==================================
    time         <r^2>         <r^4>
        1   0.101912E+01   0.316225E+01
        2   0.171156E+01   0.869711E+01
        3   0.222037E+01   0.145952E+02
        4   0.278001E+01   0.236089E+02
        5   0.320860E+01   0.307187E+02
        6   0.372876E+01   0.394884E+02
        7   0.416390E+01   0.508979E+02
        8   0.456009E+01   0.594710E+02
       10   0.510688E+01   0.714059E+02
       12   0.596290E+01   0.986748E+02
       14   0.678762E+01   0.131173E+03
       17   0.783213E+01   0.175158E+03
       20   0.863802E+01   0.210257E+03
       24   0.101248E+02   0.284029E+03
       29   0.117375E+02   0.398126E+03
       34   0.135768E+02   0.516705E+03
       40   0.149533E+02   0.634069E+03
       48   0.183428E+02   0.945068E+03
       57   0.214639E+02   0.121081E+04
       68   0.248250E+02   0.153294E+04
       81   0.294183E+02   0.212054E+04
       96   0.344046E+02   0.279621E+04
      114   0.401629E+02   0.371178E+04
      136   0.458887E+02   0.474079E+04
      162   0.554136E+02   0.678083E+04
      193   0.684463E+02   0.100081E+05
      230   0.854833E+02   0.149169E+05
      274   0.105202E+03   0.210195E+05
      326   0.131819E+03   0.328743E+05
      388   0.159987E+03   0.465250E+05
      461   0.199982E+03   0.714558E+05
      548   0.249312E+03   0.106124E+06
      652   0.320580E+03   0.169943E+06
      775   0.414246E+03   0.274245E+06
      922   0.529467E+03   0.433319E+06
     1096   0.676072E+03   0.682153E+06
     1303   0.853588E+03   0.109196E+07
     1550   0.108341E+04   0.172947E+07
     1843   0.139467E+04   0.281537E+07
     2192   0.178328E+04   0.458879E+07
     2607   0.225963E+04   0.725076E+07
     3100   0.292759E+04   0.120639E+08
     3687   0.375935E+04   0.199180E+08
     4385   0.476303E+04   0.317446E+08
     5215   0.608841E+04   0.520446E+08
     6202   0.777718E+04   0.850841E+08
     7375   0.981184E+04   0.135798E+09
     8770   0.124559E+05   0.219206E+09
    10429   0.158925E+05   0.354561E+09
    12402   0.202347E+05   0.577021E+09
    14749   0.254413E+05   0.913951E+09
    17540   0.319752E+05   0.144846E+10
    20859   0.400111E+05   0.227572E+10
    24806   0.504322E+05   0.362727E+10
    29499   0.640782E+05   0.587348E+10
    35080   0.809037E+05   0.937602E+10
    41717   0.101910E+06   0.149197E+11
    49610   0.127645E+06   0.234475E+11
    58997   0.160414E+06   0.373285E+11
    70160   0.201125E+06   0.587808E+11
    83435   0.254251E+06   0.943828E+11
    99221   0.318703E+06   0.148216E+12
   117994   0.402099E+06   0.236959E+12
   140319   0.502492E+06   0.370222E+12
   166868   0.628648E+06   0.578707E+12
   198441   0.793640E+06   0.918848E+12
   235987   0.997615E+06   0.144971E+13
   280637   0.126029E+07   0.231559E+13
   333736   0.158830E+07   0.367371E+13
   396881   0.201684E+07   0.592174E+13
   471974   0.255033E+07   0.947338E+13
   561275   0.320537E+07   0.149302E+14
   667472   0.404501E+07   0.237136E+14
   793762   0.508599E+07   0.374899E+14
   943947   0.644746E+07   0.605139E+14
  1122548   0.811960E+07   0.961068E+14
  1334942   0.102568E+08   0.152718E+15
  1587523   0.128930E+08   0.241745E+15
  1887894   0.161364E+08   0.378850E+15
  2245097   0.204732E+08   0.609502E+15
  2669885   0.258690E+08   0.968615E+15
  3175046   0.326051E+08   0.154177E+16
  3775787   0.410147E+08   0.244587E+16
  4490193   0.517176E+08   0.387170E+16
  5339769   0.652774E+08   0.617085E+16
  6350091   0.818825E+08   0.973719E+16
  7551573   0.103320E+09   0.156359E+17
  8980384   0.129889E+09   0.247268E+17
 10679537   0.163036E+09   0.390564E+17
 12700181   0.204694E+09   0.616302E+17
 15103146   0.258656E+09   0.987010E+17
 17960769   0.324782E+09   0.155459E+18
 21359074   0.407584E+09   0.243784E+18
 25400363   0.512960E+09   0.385606E+18
 30206292   0.647732E+09   0.614217E+18
 35921537   0.819237E+09   0.983249E+18
 42718147   0.103967E+10   0.158114E+19
 50800724   0.130850E+10   0.251962E+19
 60412582   0.164708E+10   0.399270E+19
