 Program jh_bfbm
 Log. density distribution between NTSTART and NTEND
 STEPSIG=   1.0000000000000000     
 GAMMMA=  0.20000000000000001     
 BRANCHPROB=   1.0000000000000000E-002
 MEMORY=BOTH
 NT=        16384
 NTSTART=        11468
 NTEND=        16384
 L=   1061.0000000000000     
 IRINIT=           1
 NCONF=        4992
 x is measured from the wall
 ==================================
    ilogbin ln(x)=LNXMIN+ilogbin*DELLNX/NLOGBIN  x=exp(ln(x)) P(ln(x))  P(x)=P(ln(x))/x   x/L  P(x)*L  var  err
      37   0.112715E+01   0.308684E+01   0.106763E+00   0.345866E-01   0.290937E-02   0.366964E+02   0.991189E+00   0.105349E-02
      38   0.121984E+01   0.338666E+01   0.108566E+00   0.320569E-01   0.319195E-02   0.340124E+02   0.105154E+01   0.108509E-02
      39   0.131254E+01   0.371560E+01   0.109822E+00   0.295570E-01   0.350198E-02   0.313600E+02   0.110144E+01   0.111053E-02
      40   0.140524E+01   0.407649E+01   0.112103E+00   0.274998E-01   0.384212E-02   0.291773E+02   0.117168E+01   0.114540E-02
      41   0.149793E+01   0.447243E+01   0.113443E+00   0.253649E-01   0.421529E-02   0.269122E+02   0.123097E+01   0.117402E-02
      42   0.159063E+01   0.490682E+01   0.115263E+00   0.234903E-01   0.462472E-02   0.249232E+02   0.131359E+01   0.121278E-02
      43   0.168332E+01   0.538341E+01   0.117342E+00   0.217970E-01   0.507390E-02   0.231266E+02   0.140299E+01   0.125337E-02
      44   0.177602E+01   0.590629E+01   0.118753E+00   0.201062E-01   0.556672E-02   0.213327E+02   0.149530E+01   0.129394E-02
      45   0.186871E+01   0.647995E+01   0.120459E+00   0.185894E-01   0.610740E-02   0.197234E+02   0.159749E+01   0.133743E-02
      46   0.196141E+01   0.710934E+01   0.122762E+00   0.172678E-01   0.670060E-02   0.183211E+02   0.172521E+01   0.138987E-02
      47   0.205410E+01   0.779985E+01   0.125571E+00   0.160991E-01   0.735141E-02   0.170812E+02   0.187616E+01   0.144940E-02
      48   0.214680E+01   0.855743E+01   0.127520E+00   0.149016E-01   0.806544E-02   0.158106E+02   0.201987E+01   0.150388E-02
      49   0.223950E+01   0.938859E+01   0.129132E+00   0.137542E-01   0.884882E-02   0.145932E+02   0.215271E+01   0.155255E-02
      50   0.233219E+01   0.103005E+02   0.132060E+00   0.128207E-01   0.970828E-02   0.136028E+02   0.233138E+01   0.161569E-02
      51   0.242489E+01   0.113009E+02   0.134826E+00   0.119305E-01   0.106512E-01   0.126583E+02   0.255018E+01   0.168981E-02
      52   0.251758E+01   0.123986E+02   0.137709E+00   0.111068E-01   0.116858E-01   0.117844E+02   0.278765E+01   0.176673E-02
      53   0.261028E+01   0.136028E+02   0.139689E+00   0.102691E-01   0.128208E-01   0.108955E+02   0.302779E+01   0.184126E-02
      54   0.270297E+01   0.149240E+02   0.142487E+00   0.954746E-02   0.140660E-01   0.101299E+02   0.330723E+01   0.192435E-02
      55   0.279567E+01   0.163736E+02   0.144927E+00   0.885126E-02   0.154322E-01   0.939119E+01   0.357431E+01   0.200054E-02
      56   0.288836E+01   0.179639E+02   0.147795E+00   0.822733E-02   0.169311E-01   0.872920E+01   0.389458E+01   0.208825E-02
      57   0.298106E+01   0.197087E+02   0.151064E+00   0.766485E-02   0.185756E-01   0.813240E+01   0.428849E+01   0.219131E-02
      58   0.307376E+01   0.216229E+02   0.155367E+00   0.718528E-02   0.203798E-01   0.762358E+01   0.474511E+01   0.230502E-02
      59   0.316645E+01   0.237231E+02   0.158074E+00   0.666327E-02   0.223592E-01   0.706973E+01   0.512999E+01   0.239668E-02
      60   0.325915E+01   0.260273E+02   0.160791E+00   0.617777E-02   0.245309E-01   0.655462E+01   0.557545E+01   0.249857E-02
      61   0.335184E+01   0.285553E+02   0.164521E+00   0.576150E-02   0.269136E-01   0.611296E+01   0.612813E+01   0.261948E-02
      62   0.344454E+01   0.313288E+02   0.169014E+00   0.539485E-02   0.295276E-01   0.572393E+01   0.680135E+01   0.275962E-02
      63   0.353723E+01   0.343717E+02   0.173314E+00   0.504234E-02   0.323955E-01   0.534992E+01   0.739888E+01   0.287829E-02
      64   0.362993E+01   0.377101E+02   0.178819E+00   0.474192E-02   0.355420E-01   0.503118E+01   0.822327E+01   0.303441E-02
      65   0.372262E+01   0.413728E+02   0.183846E+00   0.444366E-02   0.389942E-01   0.471472E+01   0.912225E+01   0.319597E-02
      66   0.381532E+01   0.453913E+02   0.188802E+00   0.415943E-02   0.427816E-01   0.441316E+01   0.991086E+01   0.333125E-02
      67   0.390801E+01   0.498000E+02   0.193224E+00   0.388000E-02   0.469368E-01   0.411668E+01   0.108798E+02   0.349029E-02
      68   0.400071E+01   0.546370E+02   0.197761E+00   0.361954E-02   0.514957E-01   0.384034E+01   0.118315E+02   0.363975E-02
      69   0.409341E+01   0.599437E+02   0.204112E+00   0.340506E-02   0.564974E-01   0.361277E+01   0.130083E+02   0.381648E-02
      70   0.418610E+01   0.657659E+02   0.213450E+00   0.324560E-02   0.619848E-01   0.344358E+01   0.147856E+02   0.406885E-02
      71   0.427880E+01   0.721536E+02   0.219850E+00   0.304697E-02   0.680053E-01   0.323284E+01   0.164401E+02   0.429046E-02
      72   0.437149E+01   0.791617E+02   0.226162E+00   0.285697E-02   0.746105E-01   0.303124E+01   0.179409E+02   0.448202E-02
      73   0.446419E+01   0.868505E+02   0.233693E+00   0.269075E-02   0.818572E-01   0.285488E+01   0.195492E+02   0.467860E-02
      74   0.455688E+01   0.952861E+02   0.240066E+00   0.251943E-02   0.898078E-01   0.267311E+01   0.218547E+02   0.494679E-02
      75   0.464958E+01   0.104541E+03   0.249249E+00   0.238422E-02   0.985306E-01   0.252966E+01   0.241635E+02   0.520154E-02
      76   0.474227E+01   0.114695E+03   0.256395E+00   0.223545E-02   0.108101E+00   0.237181E+01   0.263879E+02   0.543568E-02
      77   0.483497E+01   0.125835E+03   0.260249E+00   0.206818E-02   0.118600E+00   0.219434E+01   0.281737E+02   0.561660E-02
      78   0.492767E+01   0.138057E+03   0.266893E+00   0.193321E-02   0.130120E+00   0.205114E+01   0.307552E+02   0.586828E-02
      79   0.502036E+01   0.151466E+03   0.280394E+00   0.185120E-02   0.142758E+00   0.196412E+01   0.349456E+02   0.625530E-02
      80   0.511306E+01   0.166178E+03   0.292739E+00   0.176161E-02   0.156623E+00   0.186906E+01   0.382033E+02   0.654036E-02
      81   0.520575E+01   0.182318E+03   0.304105E+00   0.166800E-02   0.171836E+00   0.176974E+01   0.419758E+02   0.685569E-02
      82   0.529845E+01   0.200026E+03   0.314546E+00   0.157252E-02   0.188526E+00   0.166845E+01   0.455632E+02   0.714264E-02
      83   0.539114E+01   0.219454E+03   0.329779E+00   0.150273E-02   0.206837E+00   0.159439E+01   0.515419E+02   0.759682E-02
      84   0.548384E+01   0.240769E+03   0.344251E+00   0.142980E-02   0.226927E+00   0.151702E+01   0.561591E+02   0.792979E-02
      85   0.557653E+01   0.264155E+03   0.361945E+00   0.137020E-02   0.248968E+00   0.145378E+01   0.625947E+02   0.837183E-02
      86   0.566923E+01   0.289811E+03   0.375784E+00   0.129665E-02   0.273149E+00   0.137575E+01   0.678526E+02   0.871635E-02
      87   0.576193E+01   0.317960E+03   0.393939E+00   0.123896E-02   0.299679E+00   0.131453E+01   0.750213E+02   0.916524E-02
      88   0.585462E+01   0.348843E+03   0.428446E+00   0.122819E-02   0.328787E+00   0.130311E+01   0.867546E+02   0.985594E-02
      89   0.594732E+01   0.382725E+03   0.459272E+00   0.120001E-02   0.360721E+00   0.127321E+01   0.972518E+02   0.104352E-01
      90   0.604001E+01   0.419898E+03   0.494989E+00   0.117883E-02   0.395757E+00   0.125074E+01   0.110117E+03   0.111040E-01
      91   0.613271E+01   0.460682E+03   0.563589E+00   0.122338E-02   0.434196E+00   0.129801E+01   0.133630E+03   0.122322E-01
      92   0.622540E+01   0.505427E+03   0.628057E+00   0.124263E-02   0.476368E+00   0.131843E+01   0.156863E+03   0.132529E-01
      93   0.631810E+01   0.554518E+03   0.657895E+00   0.118643E-02   0.522637E+00   0.125880E+01   0.167934E+03   0.137126E-01
      94   0.641079E+01   0.608377E+03   0.720938E+00   0.118502E-02   0.573399E+00   0.125731E+01   0.194249E+03   0.147479E-01
      95   0.650349E+01   0.667467E+03   0.817082E+00   0.122415E-02   0.629092E+00   0.129883E+01   0.229659E+03   0.160359E-01
      96   0.659619E+01   0.732296E+03   0.934283E+00   0.127583E-02   0.690194E+00   0.135365E+01   0.271935E+03   0.174496E-01
      97   0.668888E+01   0.803422E+03   0.110139E+01   0.137088E-02   0.757231E+00   0.145450E+01   0.332327E+03   0.192901E-01
      98   0.678158E+01   0.881457E+03   0.142794E+01   0.161997E-02   0.830779E+00   0.171879E+01   0.442427E+03   0.222573E-01
      99   0.687427E+01   0.967071E+03   0.234101E+01   0.242072E-02   0.911471E+00   0.256839E+01   0.744056E+03   0.288639E-01
     100   0.696697E+01   0.106100E+04   0.102638E+02   0.967367E-02   0.100000E+01   0.102638E+02   0.423746E+04   0.688818E-01
