Program Mean-density FBM Gaussian Binned (procs as sets)
Integrated density distribution
force_weight= -0.25000000000000000
STEPDIS= GAU
STEPSIG= 1.0000000000000000
GAMMMA= 1.0000000000000000
NT= 16384
L= 1000000.0000000000
NWALKERS_PER_SET= 64
NSETS= 120
IRINIT= 1
NCONF= 7680
FORCE_TYPE= LINEAR
FORCE_TEST= NONE
GRAD_FORM= SYMM
GRAD_DX= 1
GRAD_TEST= NONE
KILL_FBM_TIME= 16384
WALKER_SIGMA= 0.50000000000000000
WALKER_WIDTH= 1.5000000000000000
NBINS= 5000000
NTSTART= 0
NTEND= 16384
REBIN_BINWIDTH_FACTOR= 10
x_rms(t_last=14749)= 166.9413070513107
==================================
 ibin            x               x/x_rms         P(|x|)          (x_rms/t_last)P
 -4.893000E+03   -4.893000E+02   -2.930970E+00    4.463108E-03    5.051712E-05  
 -4.883000E+03   -4.883000E+02   -2.924980E+00    5.302563E-03    6.001877E-05  
 -4.873000E+03   -4.873000E+02   -2.918990E+00    6.266654E-03    7.093115E-05  
 -4.863000E+03   -4.863000E+02   -2.913000E+00    7.420647E-03    8.399299E-05  
 -4.853000E+03   -4.853000E+02   -2.907010E+00    8.867383E-03    1.003683E-04  
 -4.843000E+03   -4.843000E+02   -2.901020E+00    7.699636E-03    8.715081E-05  
 -4.833000E+03   -4.833000E+02   -2.895029E+00    8.959513E-03    1.014111E-04  
 -4.823000E+03   -4.823000E+02   -2.889039E+00    1.117227E-02    1.264570E-04  
 -4.813000E+03   -4.813000E+02   -2.883049E+00    1.172160E-02    1.326747E-04  
 -4.803000E+03   -4.803000E+02   -2.877059E+00    1.150424E-02    1.302144E-04  
 -4.793000E+03   -4.793000E+02   -2.871069E+00    9.995110E-03    1.131329E-04  
 -4.783000E+03   -4.783000E+02   -2.865079E+00    1.003855E-02    1.136246E-04  
 -4.773000E+03   -4.773000E+02   -2.859089E+00    1.108335E-02    1.254504E-04  
 -4.763000E+03   -4.763000E+02   -2.853099E+00    1.211551E-02    1.371333E-04  
 -4.753000E+03   -4.753000E+02   -2.847108E+00    1.137784E-02    1.287837E-04  
 -4.743000E+03   -4.743000E+02   -2.841118E+00    1.029061E-02    1.164776E-04  
 -4.733000E+03   -4.733000E+02   -2.835128E+00    8.585660E-03    9.717956E-05  
 -4.723000E+03   -4.723000E+02   -2.829138E+00    7.381717E-03    8.355234E-05  
 -4.713000E+03   -4.713000E+02   -2.823148E+00    8.348793E-03    9.449850E-05  
 -4.703000E+03   -4.703000E+02   -2.817158E+00    9.890179E-03    1.119452E-04  
 -4.693000E+03   -4.693000E+02   -2.811168E+00    1.003011E-02    1.135290E-04  
 -4.683000E+03   -4.683000E+02   -2.805178E+00    1.050364E-02    1.188888E-04  
 -4.673000E+03   -4.673000E+02   -2.799187E+00    1.190838E-02    1.347888E-04  
 -4.663000E+03   -4.663000E+02   -2.793197E+00    1.368312E-02    1.548768E-04  
 -4.653000E+03   -4.653000E+02   -2.787207E+00    1.562720E-02    1.768815E-04  
 -4.643000E+03   -4.643000E+02   -2.781217E+00    1.693133E-02    1.916427E-04  
 -4.633000E+03   -4.633000E+02   -2.775227E+00    1.821616E-02    2.061854E-04  
 -4.623000E+03   -4.623000E+02   -2.769237E+00    2.007763E-02    2.272551E-04  
 -4.613000E+03   -4.613000E+02   -2.763247E+00    2.158639E-02    2.443325E-04  
 -4.603000E+03   -4.603000E+02   -2.757256E+00    2.202663E-02    2.493155E-04  
 -4.593000E+03   -4.593000E+02   -2.751266E+00    2.101545E-02    2.378701E-04  
 -4.583000E+03   -4.583000E+02   -2.745276E+00    2.099797E-02    2.376723E-04  
 -4.573000E+03   -4.573000E+02   -2.739286E+00    2.239997E-02    2.535413E-04  
 -4.563000E+03   -4.563000E+02   -2.733296E+00    2.370822E-02    2.683492E-04  
 -4.553000E+03   -4.553000E+02   -2.727306E+00    2.680323E-02    3.033810E-04  
 -4.543000E+03   -4.543000E+02   -2.721316E+00    2.748246E-02    3.110691E-04  
 -4.533000E+03   -4.533000E+02   -2.715326E+00    2.794423E-02    3.162957E-04  
 -4.523000E+03   -4.523000E+02   -2.709335E+00    3.014849E-02    3.412454E-04  
 -4.513000E+03   -4.513000E+02   -2.703345E+00    3.155135E-02    3.571242E-04  
 -4.503000E+03   -4.503000E+02   -2.697355E+00    3.299035E-02    3.734119E-04  
 -4.493000E+03   -4.493000E+02   -2.691365E+00    3.488889E-02    3.949012E-04  
 -4.483000E+03   -4.483000E+02   -2.685375E+00    4.214674E-02    4.770515E-04  
 -4.473000E+03   -4.473000E+02   -2.679385E+00    4.396798E-02    4.976658E-04  
 -4.463000E+03   -4.463000E+02   -2.673395E+00    4.409743E-02    4.991309E-04  
 -4.453000E+03   -4.453000E+02   -2.667405E+00    4.333765E-02    4.905311E-04  
 -4.443000E+03   -4.443000E+02   -2.661414E+00    4.319586E-02    4.889263E-04  
 -4.433000E+03   -4.433000E+02   -2.655424E+00    4.530513E-02    5.128007E-04  
 -4.423000E+03   -4.423000E+02   -2.649434E+00    4.750368E-02    5.376857E-04  
 -4.413000E+03   -4.413000E+02   -2.643444E+00    4.761062E-02    5.388962E-04  
 -4.403000E+03   -4.403000E+02   -2.637454E+00    4.552741E-02    5.153167E-04  
 -4.393000E+03   -4.393000E+02   -2.631464E+00    4.412156E-02    4.994041E-04  
 -4.383000E+03   -4.383000E+02   -2.625474E+00    4.094153E-02    4.634099E-04  
 -4.373000E+03   -4.373000E+02   -2.619484E+00    3.953727E-02    4.475153E-04  
 -4.363000E+03   -4.363000E+02   -2.613493E+00    3.822976E-02    4.327158E-04  
 -4.353000E+03   -4.353000E+02   -2.607503E+00    4.026460E-02    4.557479E-04  
 -4.343000E+03   -4.343000E+02   -2.601513E+00    4.088639E-02    4.627858E-04  
 -4.333000E+03   -4.333000E+02   -2.595523E+00    4.350550E-02    4.924310E-04  
 -4.323000E+03   -4.323000E+02   -2.589533E+00    4.755960E-02    5.383186E-04  
 -4.313000E+03   -4.313000E+02   -2.583543E+00    4.731908E-02    5.355962E-04  
 -4.303000E+03   -4.303000E+02   -2.577553E+00    4.956829E-02    5.610547E-04  
 -4.293000E+03   -4.293000E+02   -2.571562E+00    5.241755E-02    5.933050E-04  
 -4.283000E+03   -4.283000E+02   -2.565572E+00    5.522808E-02    6.251168E-04  
 -4.273000E+03   -4.273000E+02   -2.559582E+00    5.821029E-02    6.588719E-04  
 -4.263000E+03   -4.263000E+02   -2.553592E+00    5.987020E-02    6.776601E-04  
 -4.253000E+03   -4.253000E+02   -2.547602E+00    5.827663E-02    6.596228E-04  
 -4.243000E+03   -4.243000E+02   -2.541612E+00    5.668187E-02    6.415720E-04  
 -4.233000E+03   -4.233000E+02   -2.535622E+00    5.812604E-02    6.579183E-04  
 -4.223000E+03   -4.223000E+02   -2.529632E+00    5.668818E-02    6.416435E-04  
 -4.213000E+03   -4.213000E+02   -2.523641E+00    5.707503E-02    6.460221E-04  
 -4.203000E+03   -4.203000E+02   -2.517651E+00    6.086230E-02    6.888896E-04  
 -4.193000E+03   -4.193000E+02   -2.511661E+00    6.580301E-02    7.448125E-04  
 -4.183000E+03   -4.183000E+02   -2.505671E+00    6.924724E-02    7.837972E-04  
 -4.173000E+03   -4.173000E+02   -2.499681E+00    7.644474E-02    8.652644E-04  
 -4.163000E+03   -4.163000E+02   -2.493691E+00    8.252401E-02    9.340746E-04  
 -4.153000E+03   -4.153000E+02   -2.487701E+00    8.771763E-02    9.928602E-04  
 -4.143000E+03   -4.143000E+02   -2.481711E+00    8.947839E-02    1.012790E-03  
 -4.133000E+03   -4.133000E+02   -2.475720E+00    9.242492E-02    1.046141E-03  
 -4.123000E+03   -4.123000E+02   -2.469730E+00    9.774043E-02    1.106307E-03  
 -4.113000E+03   -4.113000E+02   -2.463740E+00    9.986938E-02    1.130404E-03  
 -4.103000E+03   -4.103000E+02   -2.457750E+00    1.041027E-01    1.178320E-03  
 -4.093000E+03   -4.093000E+02   -2.451760E+00    1.060253E-01    1.200082E-03  
 -4.083000E+03   -4.083000E+02   -2.445770E+00    1.125225E-01    1.273622E-03  
 -4.073000E+03   -4.073000E+02   -2.439780E+00    1.172660E-01    1.327313E-03  
 -4.063000E+03   -4.063000E+02   -2.433789E+00    1.203586E-01    1.362317E-03  
 -4.053000E+03   -4.053000E+02   -2.427799E+00    1.279096E-01    1.447786E-03  
 -4.043000E+03   -4.043000E+02   -2.421809E+00    1.332092E-01    1.507772E-03  
 -4.033000E+03   -4.033000E+02   -2.415819E+00    1.397142E-01    1.581400E-03  
 -4.023000E+03   -4.023000E+02   -2.409829E+00    1.498785E-01    1.696448E-03  
 -4.013000E+03   -4.013000E+02   -2.403839E+00    1.617855E-01    1.831221E-03  
 -4.003000E+03   -4.003000E+02   -2.397849E+00    1.673303E-01    1.893982E-03  
 -3.993000E+03   -3.993000E+02   -2.391859E+00    1.775027E-01    2.009122E-03  
 -3.983000E+03   -3.983000E+02   -2.385868E+00    1.832414E-01    2.074077E-03  
 -3.973000E+03   -3.973000E+02   -2.379878E+00    1.792092E-01    2.028437E-03  
 -3.963000E+03   -3.963000E+02   -2.373888E+00    1.804468E-01    2.042445E-03  
 -3.953000E+03   -3.953000E+02   -2.367898E+00    1.860944E-01    2.106369E-03  
 -3.943000E+03   -3.943000E+02   -2.361908E+00    1.855414E-01    2.100110E-03  
 -3.933000E+03   -3.933000E+02   -2.355918E+00    1.888091E-01    2.137096E-03  
 -3.923000E+03   -3.923000E+02   -2.349928E+00    1.943689E-01    2.200027E-03  
 -3.913000E+03   -3.913000E+02   -2.343938E+00    1.941931E-01    2.198037E-03  
 -3.903000E+03   -3.903000E+02   -2.337947E+00    2.009005E-01    2.273958E-03  
 -3.893000E+03   -3.893000E+02   -2.331957E+00    2.097584E-01    2.374218E-03  
 -3.883000E+03   -3.883000E+02   -2.325967E+00    2.126432E-01    2.406871E-03  
 -3.873000E+03   -3.873000E+02   -2.319977E+00    2.175094E-01    2.461950E-03  
 -3.863000E+03   -3.863000E+02   -2.313987E+00    2.131963E-01    2.413130E-03  
 -3.853000E+03   -3.853000E+02   -2.307997E+00    2.132465E-01    2.413700E-03  
 -3.843000E+03   -3.843000E+02   -2.302007E+00    2.228205E-01    2.522066E-03  
 -3.833000E+03   -3.833000E+02   -2.296017E+00    2.239967E-01    2.535378E-03  
 -3.823000E+03   -3.823000E+02   -2.290026E+00    2.226636E-01    2.520290E-03  
 -3.813000E+03   -3.813000E+02   -2.284036E+00    2.286682E-01    2.588254E-03  
 -3.803000E+03   -3.803000E+02   -2.278046E+00    2.323358E-01    2.629768E-03  
 -3.793000E+03   -3.793000E+02   -2.272056E+00    2.390690E-01    2.705979E-03  
 -3.783000E+03   -3.783000E+02   -2.266066E+00    2.446671E-01    2.769343E-03  
 -3.773000E+03   -3.773000E+02   -2.260076E+00    2.502620E-01    2.832671E-03  
 -3.763000E+03   -3.763000E+02   -2.254086E+00    2.621809E-01    2.967579E-03  
 -3.753000E+03   -3.753000E+02   -2.248095E+00    2.794390E-01    3.162921E-03  
 -3.743000E+03   -3.743000E+02   -2.242105E+00    2.985280E-01    3.378985E-03  
 -3.733000E+03   -3.733000E+02   -2.236115E+00    3.167340E-01    3.585056E-03  
 -3.723000E+03   -3.723000E+02   -2.230125E+00    3.274371E-01    3.706203E-03  
 -3.713000E+03   -3.713000E+02   -2.224135E+00    3.274003E-01    3.705786E-03  
 -3.703000E+03   -3.703000E+02   -2.218145E+00    3.353102E-01    3.795317E-03  
 -3.693000E+03   -3.693000E+02   -2.212155E+00    3.569665E-01    4.040440E-03  
 -3.683000E+03   -3.683000E+02   -2.206165E+00    3.765872E-01    4.262523E-03  
 -3.673000E+03   -3.673000E+02   -2.200174E+00    3.919694E-01    4.436632E-03  
 -3.663000E+03   -3.663000E+02   -2.194184E+00    3.906569E-01    4.421776E-03  
 -3.653000E+03   -3.653000E+02   -2.188194E+00    3.800034E-01    4.301191E-03  
 -3.643000E+03   -3.643000E+02   -2.182204E+00    3.940884E-01    4.460617E-03  
 -3.633000E+03   -3.633000E+02   -2.176214E+00    4.151587E-01    4.699108E-03  
 -3.623000E+03   -3.623000E+02   -2.170224E+00    4.256955E-01    4.818371E-03  
 -3.613000E+03   -3.613000E+02   -2.164234E+00    4.415256E-01    4.997550E-03  
 -3.603000E+03   -3.603000E+02   -2.158244E+00    4.655534E-01    5.269517E-03  
 -3.593000E+03   -3.593000E+02   -2.152253E+00    4.643562E-01    5.255965E-03  
 -3.583000E+03   -3.583000E+02   -2.146263E+00    4.698571E-01    5.318229E-03  
 -3.573000E+03   -3.573000E+02   -2.140273E+00    4.818725E-01    5.454229E-03  
 -3.563000E+03   -3.563000E+02   -2.134283E+00    4.904852E-01    5.551714E-03  
 -3.553000E+03   -3.553000E+02   -2.128293E+00    5.058042E-01    5.725107E-03  
 -3.543000E+03   -3.543000E+02   -2.122303E+00    5.173904E-01    5.856249E-03  
 -3.533000E+03   -3.533000E+02   -2.116313E+00    5.287265E-01    5.984562E-03  
 -3.523000E+03   -3.523000E+02   -2.110323E+00    5.515965E-01    6.243423E-03  
 -3.513000E+03   -3.513000E+02   -2.104332E+00    5.731781E-01    6.487701E-03  
 -3.503000E+03   -3.503000E+02   -2.098342E+00    5.969778E-01    6.757086E-03  
 -3.493000E+03   -3.493000E+02   -2.092352E+00    6.153066E-01    6.964546E-03  
 -3.483000E+03   -3.483000E+02   -2.086362E+00    6.389287E-01    7.231921E-03  
 -3.473000E+03   -3.473000E+02   -2.080372E+00    6.657566E-01    7.535581E-03  
 -3.463000E+03   -3.463000E+02   -2.074382E+00    6.908419E-01    7.819517E-03  
 -3.453000E+03   -3.453000E+02   -2.068392E+00    7.096921E-01    8.032879E-03  
 -3.443000E+03   -3.443000E+02   -2.062401E+00    7.213066E-01    8.164341E-03  
 -3.433000E+03   -3.433000E+02   -2.056411E+00    7.325532E-01    8.291639E-03  
 -3.423000E+03   -3.423000E+02   -2.050421E+00    7.492685E-01    8.480837E-03  
 -3.413000E+03   -3.413000E+02   -2.044431E+00    7.900230E-01    8.942130E-03  
 -3.403000E+03   -3.403000E+02   -2.038441E+00    8.194064E-01    9.274715E-03  
 -3.393000E+03   -3.393000E+02   -2.032451E+00    8.305785E-01    9.401170E-03  
 -3.383000E+03   -3.383000E+02   -2.026461E+00    8.429543E-01    9.541250E-03  
 -3.373000E+03   -3.373000E+02   -2.020471E+00    8.726516E-01    9.877388E-03  
 -3.363000E+03   -3.363000E+02   -2.014480E+00    8.957495E-01    1.013883E-02  
 -3.353000E+03   -3.353000E+02   -2.008490E+00    9.224834E-01    1.044143E-02  
 -3.343000E+03   -3.343000E+02   -2.002500E+00    9.476314E-01    1.072607E-02  
 -3.333000E+03   -3.333000E+02   -1.996510E+00    9.549134E-01    1.080850E-02  
 -3.323000E+03   -3.323000E+02   -1.990520E+00    9.628050E-01    1.089782E-02  
 -3.313000E+03   -3.313000E+02   -1.984530E+00    9.654178E-01    1.092739E-02  
 -3.303000E+03   -3.303000E+02   -1.978540E+00    9.678884E-01    1.095536E-02  
 -3.293000E+03   -3.293000E+02   -1.972550E+00    9.858343E-01    1.115848E-02  
 -3.283000E+03   -3.283000E+02   -1.966559E+00    1.013896E+00    1.147611E-02  
 -3.273000E+03   -3.273000E+02   -1.960569E+00    1.044428E+00    1.182170E-02  
 -3.263000E+03   -3.263000E+02   -1.954579E+00    1.067944E+00    1.208786E-02  
 -3.253000E+03   -3.253000E+02   -1.948589E+00    1.102403E+00    1.247791E-02  
 -3.243000E+03   -3.243000E+02   -1.942599E+00    1.143568E+00    1.294384E-02  
 -3.233000E+03   -3.233000E+02   -1.936609E+00    1.187645E+00    1.344274E-02  
 -3.223000E+03   -3.223000E+02   -1.930619E+00    1.197206E+00    1.355096E-02  
 -3.213000E+03   -3.213000E+02   -1.924629E+00    1.225680E+00    1.387326E-02  
 -3.203000E+03   -3.203000E+02   -1.918638E+00    1.276024E+00    1.444309E-02  
 -3.193000E+03   -3.193000E+02   -1.912648E+00    1.332703E+00    1.508463E-02  
 -3.183000E+03   -3.183000E+02   -1.906658E+00    1.384064E+00    1.566597E-02  
 -3.173000E+03   -3.173000E+02   -1.900668E+00    1.424789E+00    1.612693E-02  
 -3.163000E+03   -3.163000E+02   -1.894678E+00    1.450968E+00    1.642324E-02  
 -3.153000E+03   -3.153000E+02   -1.888688E+00    1.484742E+00    1.680553E-02  
 -3.143000E+03   -3.143000E+02   -1.882698E+00    1.530624E+00    1.732487E-02  
 -3.133000E+03   -3.133000E+02   -1.876707E+00    1.577601E+00    1.785658E-02  
 -3.123000E+03   -3.123000E+02   -1.870717E+00    1.620445E+00    1.834153E-02  
 -3.113000E+03   -3.113000E+02   -1.864727E+00    1.681509E+00    1.903270E-02  
 -3.103000E+03   -3.103000E+02   -1.858737E+00    1.742571E+00    1.972385E-02  
 -3.093000E+03   -3.093000E+02   -1.852747E+00    1.801688E+00    2.039299E-02  
 -3.083000E+03   -3.083000E+02   -1.846757E+00    1.839505E+00    2.082103E-02  
 -3.073000E+03   -3.073000E+02   -1.840767E+00    1.882343E+00    2.130590E-02  
 -3.063000E+03   -3.063000E+02   -1.834777E+00    1.921872E+00    2.175333E-02  
 -3.053000E+03   -3.053000E+02   -1.828786E+00    1.983261E+00    2.244818E-02  
 -3.043000E+03   -3.043000E+02   -1.822796E+00    2.071924E+00    2.345174E-02  
 -3.033000E+03   -3.033000E+02   -1.816806E+00    2.131740E+00    2.412879E-02  
 -3.023000E+03   -3.023000E+02   -1.810816E+00    2.188940E+00    2.477623E-02  
 -3.013000E+03   -3.013000E+02   -1.804826E+00    2.233212E+00    2.527733E-02  
 -3.003000E+03   -3.003000E+02   -1.798836E+00    2.261807E+00    2.560099E-02  
 -2.993000E+03   -2.993000E+02   -1.792846E+00    2.283448E+00    2.584595E-02  
 -2.983000E+03   -2.983000E+02   -1.786856E+00    2.320577E+00    2.626620E-02  
 -2.973000E+03   -2.973000E+02   -1.780865E+00    2.376196E+00    2.689574E-02  
 -2.963000E+03   -2.963000E+02   -1.774875E+00    2.438099E+00    2.759640E-02  
 -2.953000E+03   -2.953000E+02   -1.768885E+00    2.500661E+00    2.830454E-02  
 -2.943000E+03   -2.943000E+02   -1.762895E+00    2.575661E+00    2.915345E-02  
 -2.933000E+03   -2.933000E+02   -1.756905E+00    2.648012E+00    2.997237E-02  
 -2.923000E+03   -2.923000E+02   -1.750915E+00    2.708264E+00    3.065436E-02  
 -2.913000E+03   -2.913000E+02   -1.744925E+00    2.759878E+00    3.123857E-02  
 -2.903000E+03   -2.903000E+02   -1.738935E+00    2.845113E+00    3.220332E-02  
 -2.893000E+03   -2.893000E+02   -1.732944E+00    2.913262E+00    3.297469E-02  
 -2.883000E+03   -2.883000E+02   -1.726954E+00    2.959131E+00    3.349388E-02  
 -2.873000E+03   -2.873000E+02   -1.720964E+00    3.016424E+00    3.414236E-02  
 -2.863000E+03   -2.863000E+02   -1.714974E+00    3.057626E+00    3.460872E-02  
 -2.853000E+03   -2.853000E+02   -1.708984E+00    3.110043E+00    3.520203E-02  
 -2.843000E+03   -2.843000E+02   -1.702994E+00    3.162596E+00    3.579686E-02  
 -2.833000E+03   -2.833000E+02   -1.697004E+00    3.225048E+00    3.650375E-02  
 -2.823000E+03   -2.823000E+02   -1.691013E+00    3.296134E+00    3.730836E-02  
 -2.813000E+03   -2.813000E+02   -1.685023E+00    3.383555E+00    3.829785E-02  
