Program Mean-density FBM Gaussian Binned (procs as sets)
Instantaneous probability density distribution
force_weight= -0.25000000000000000
STEPDIS= GAU
STEPSIG= 1.0000000000000000
GAMMMA= 0.50000000000000000
NT= 262144
L= 1000000.0000000000
NWALKERS_PER_SET= 64
NSETS= 1080
IRINIT= 1
NCONF= 69120
FORCE_TYPE= LINEAR
FORCE_TEST= NONE
GRAD_FORM= SYMM
GRAD_DX= 1
GRAD_TEST= NONE
KILL_FBM_TIME= 262144
WINDOW_WIDTH= 7
WALKER_SIGMA= 0.50000000000000000
WALKER_WIDTH= 1.5000000000000000
NBINS= 5000000
NTSTART= 262044
NTEND= 262144
REBIN_BINWIDTH_FACTOR= 100
x_rms(t_last=235987)= 10701.261607866616
==================================
 ibin            x               x/x_rms         P(|x|)          x_rms*P        
 -4.707640E+05   -4.707640E+04   -4.399145E+00    3.746461E-05    4.009186E-01  
 -4.706640E+05   -4.706640E+04   -4.398210E+00    6.537356E-06    6.995796E-02  
 -4.705640E+05   -4.705640E+04   -4.397276E+00    1.130573E-05    1.209856E-01  
 -4.704640E+05   -4.704640E+04   -4.396341E+00    1.760951E-05    1.884439E-01  
 -4.703640E+05   -4.703640E+04   -4.395407E+00    0.000000E+00    0.000000E+00  
 -4.702640E+05   -4.702640E+04   -4.394473E+00    0.000000E+00    0.000000E+00  
 -4.701640E+05   -4.701640E+04   -4.393538E+00    0.000000E+00    0.000000E+00  
 -4.700640E+05   -4.700640E+04   -4.392604E+00    0.000000E+00    0.000000E+00  
 -4.699640E+05   -4.699640E+04   -4.391669E+00    0.000000E+00    0.000000E+00  
 -4.698640E+05   -4.698640E+04   -4.390735E+00    0.000000E+00    0.000000E+00  
 -4.697640E+05   -4.697640E+04   -4.389800E+00    0.000000E+00    0.000000E+00  
 -4.696640E+05   -4.696640E+04   -4.388866E+00    0.000000E+00    0.000000E+00  
 -4.695640E+05   -4.695640E+04   -4.387931E+00    0.000000E+00    0.000000E+00  
 -4.694640E+05   -4.694640E+04   -4.386997E+00    0.000000E+00    0.000000E+00  
 -4.693640E+05   -4.693640E+04   -4.386062E+00    0.000000E+00    0.000000E+00  
 -4.692640E+05   -4.692640E+04   -4.385128E+00    0.000000E+00    0.000000E+00  
 -4.691640E+05   -4.691640E+04   -4.384193E+00    0.000000E+00    0.000000E+00  
 -4.690640E+05   -4.690640E+04   -4.383259E+00    0.000000E+00    0.000000E+00  
 -4.689640E+05   -4.689640E+04   -4.382324E+00    0.000000E+00    0.000000E+00  
 -4.688640E+05   -4.688640E+04   -4.381390E+00    0.000000E+00    0.000000E+00  
 -4.687640E+05   -4.687640E+04   -4.380455E+00    0.000000E+00    0.000000E+00  
 -4.686640E+05   -4.686640E+04   -4.379521E+00    0.000000E+00    0.000000E+00  
 -4.685640E+05   -4.685640E+04   -4.378587E+00    0.000000E+00    0.000000E+00  
 -4.684640E+05   -4.684640E+04   -4.377652E+00    0.000000E+00    0.000000E+00  
 -4.683640E+05   -4.683640E+04   -4.376718E+00    0.000000E+00    0.000000E+00  
 -4.682640E+05   -4.682640E+04   -4.375783E+00    0.000000E+00    0.000000E+00  
 -4.681640E+05   -4.681640E+04   -4.374849E+00    0.000000E+00    0.000000E+00  
 -4.680640E+05   -4.680640E+04   -4.373914E+00    0.000000E+00    0.000000E+00  
 -4.679640E+05   -4.679640E+04   -4.372980E+00    0.000000E+00    0.000000E+00  
 -4.678640E+05   -4.678640E+04   -4.372045E+00    0.000000E+00    0.000000E+00  
 -4.677640E+05   -4.677640E+04   -4.371111E+00    0.000000E+00    0.000000E+00  
 -4.676640E+05   -4.676640E+04   -4.370176E+00    0.000000E+00    0.000000E+00  
 -4.675640E+05   -4.675640E+04   -4.369242E+00    0.000000E+00    0.000000E+00  
 -4.674640E+05   -4.674640E+04   -4.368307E+00    0.000000E+00    0.000000E+00  
 -4.673640E+05   -4.673640E+04   -4.367373E+00    0.000000E+00    0.000000E+00  
 -4.672640E+05   -4.672640E+04   -4.366438E+00    0.000000E+00    0.000000E+00  
 -4.671640E+05   -4.671640E+04   -4.365504E+00    0.000000E+00    0.000000E+00  
 -4.670640E+05   -4.670640E+04   -4.364569E+00    0.000000E+00    0.000000E+00  
 -4.669640E+05   -4.669640E+04   -4.363635E+00    0.000000E+00    0.000000E+00  
 -4.668640E+05   -4.668640E+04   -4.362701E+00    0.000000E+00    0.000000E+00  
 -4.667640E+05   -4.667640E+04   -4.361766E+00    0.000000E+00    0.000000E+00  
