Program Mean-density FBM Gaussian Binned (procs as sets)
Instantaneous probability density distribution
force_weight= -0.25000000000000000
STEPDIS= GAU
STEPSIG= 1.0000000000000000
GAMMMA= 0.50000000000000000
NT= 16384
L= 1000000.0000000000
NWALKERS_PER_SET= 64
NSETS= 1080
IRINIT= 1
NCONF= 69120
FORCE_TYPE= LINEAR
FORCE_TEST= NONE
GRAD_FORM= SYMM
GRAD_DX= 1
GRAD_TEST= NONE
KILL_FBM_TIME= 16384
WINDOW_WIDTH= 7
WALKER_SIGMA= 0.50000000000000000
WALKER_WIDTH= 1.5000000000000000
NBINS= 5000000
NTSTART= 16374
NTEND= 16384
REBIN_BINWIDTH_FACTOR= 100
x_rms(t_last=14749)= 1337.9798204756303
==================================
 ibin            x               x/x_rms         P(|x|)          x_rms*P        
 -4.413000E+04   -4.413000E+03   -3.298256E+00    2.961094E-05    3.961884E-02  
 -4.403000E+04   -4.403000E+03   -3.290782E+00    2.041526E-05    2.731521E-02  
 -4.393000E+04   -4.393000E+03   -3.283308E+00    2.139591E-05    2.862729E-02  
 -4.383000E+04   -4.383000E+03   -3.275834E+00    5.158806E-05    6.902379E-02  
 -4.373000E+04   -4.373000E+03   -3.268360E+00    2.984192E-05    3.992788E-02  
 -4.363000E+04   -4.363000E+03   -3.260886E+00    5.028942E-05    6.728623E-02  
 -4.353000E+04   -4.353000E+03   -3.253412E+00    4.366920E-05    5.842851E-02  
 -4.343000E+04   -4.343000E+03   -3.245938E+00    5.493093E-05    7.349648E-02  
 -4.333000E+04   -4.333000E+03   -3.238464E+00    3.325124E-05    4.448949E-02  
 -4.323000E+04   -4.323000E+03   -3.230990E+00    3.175427E-05    4.248657E-02  
 -4.313000E+04   -4.313000E+03   -3.223516E+00    4.094804E-05    5.478765E-02  
 -4.303000E+04   -4.303000E+03   -3.216043E+00    3.775310E-05    5.051288E-02  
 -4.293000E+04   -4.293000E+03   -3.208569E+00    2.394557E-05    3.203869E-02  
 -4.283000E+04   -4.283000E+03   -3.201095E+00    1.805739E-05    2.416042E-02  
 -4.273000E+04   -4.273000E+03   -3.193621E+00    2.686134E-05    3.593993E-02  
 -4.263000E+04   -4.263000E+03   -3.186147E+00    5.755331E-05    7.700516E-02  
 -4.253000E+04   -4.253000E+03   -3.178673E+00    1.236941E-05    1.655002E-02  
 -4.243000E+04   -4.243000E+03   -3.171199E+00    2.290398E-05    3.064507E-02  
 -4.233000E+04   -4.233000E+03   -3.163725E+00    3.874881E-05    5.184512E-02  
 -4.223000E+04   -4.223000E+03   -3.156251E+00    3.952311E-05    5.288112E-02  
 -4.213000E+04   -4.213000E+03   -3.148777E+00    3.369213E-05    4.507939E-02  
 -4.203000E+04   -4.203000E+03   -3.141303E+00    2.925300E-05    3.913992E-02  
 -4.193000E+04   -4.193000E+03   -3.133829E+00    2.571488E-05    3.440598E-02  
 -4.183000E+04   -4.183000E+03   -3.126355E+00    7.054214E-05    9.438396E-02  
 -4.173000E+04   -4.173000E+03   -3.118881E+00    7.160218E-05    9.580227E-02  
 -4.163000E+04   -4.163000E+03   -3.111407E+00    1.071596E-04    1.433774E-01  
 -4.153000E+04   -4.153000E+03   -3.103933E+00    4.798786E-05    6.420679E-02  
 -4.143000E+04   -4.143000E+03   -3.096459E+00    6.306458E-05    8.437913E-02  
 -4.133000E+04   -4.133000E+03   -3.088985E+00    3.279581E-05    4.388014E-02  
 -4.123000E+04   -4.123000E+03   -3.081511E+00    3.874322E-05    5.183765E-02  
 -4.113000E+04   -4.113000E+03   -3.074037E+00    7.859641E-05    1.051604E-01  
 -4.103000E+04   -4.103000E+03   -3.066563E+00    3.503399E-05    4.687477E-02  
 -4.093000E+04   -4.093000E+03   -3.059089E+00    7.818595E-05    1.046112E-01  
 -4.083000E+04   -4.083000E+03   -3.051616E+00    3.499039E-05    4.681644E-02  
 -4.073000E+04   -4.073000E+03   -3.044142E+00    5.948663E-05    7.959191E-02  
 -4.063000E+04   -4.063000E+03   -3.036668E+00    7.552700E-05    1.010536E-01  
 -4.053000E+04   -4.053000E+03   -3.029194E+00    6.972891E-05    9.329588E-02  
 -4.043000E+04   -4.043000E+03   -3.021720E+00    8.638598E-05    1.155827E-01  
 -4.033000E+04   -4.033000E+03   -3.014246E+00    5.941474E-05    7.949572E-02  
 -4.023000E+04   -4.023000E+03   -3.006772E+00    4.391686E-05    5.875987E-02  
 -4.013000E+04   -4.013000E+03   -2.999298E+00    8.551105E-05    1.144121E-01  
 -4.003000E+04   -4.003000E+03   -2.991824E+00    1.047447E-04    1.401463E-01  
 -3.993000E+04   -3.993000E+03   -2.984350E+00    7.174048E-05    9.598731E-02  
 -3.983000E+04   -3.983000E+03   -2.976876E+00    5.806747E-05    7.769310E-02  
 -3.973000E+04   -3.973000E+03   -2.969402E+00    7.462942E-05    9.985266E-02  
 -3.963000E+04   -3.963000E+03   -2.961928E+00    9.131380E-05    1.221760E-01  
 -3.953000E+04   -3.953000E+03   -2.954454E+00    8.577626E-05    1.147669E-01  
 -3.943000E+04   -3.943000E+03   -2.946980E+00    7.728470E-05    1.034054E-01  
 -3.933000E+04   -3.933000E+03   -2.939506E+00    7.167377E-05    9.589806E-02  
 -3.923000E+04   -3.923000E+03   -2.932032E+00    8.054495E-05    1.077675E-01  
 -3.913000E+04   -3.913000E+03   -2.924558E+00    1.054971E-04    1.411531E-01  
 -3.903000E+04   -3.903000E+03   -2.917084E+00    7.578603E-05    1.014002E-01  
 -3.893000E+04   -3.893000E+03   -2.909610E+00    6.453900E-05    8.635188E-02  
 -3.883000E+04   -3.883000E+03   -2.902136E+00    1.065754E-04    1.425957E-01  
 -3.873000E+04   -3.873000E+03   -2.894662E+00    5.528342E-05    7.396811E-02  
 -3.863000E+04   -3.863000E+03   -2.887189E+00    1.121012E-04    1.499892E-01  
 -3.853000E+04   -3.853000E+03   -2.879715E+00    9.121253E-05    1.220405E-01  
 -3.843000E+04   -3.843000E+03   -2.872241E+00    7.013217E-05    9.383543E-02  
 -3.833000E+04   -3.833000E+03   -2.864767E+00    1.015811E-04    1.359135E-01  
 -3.823000E+04   -3.823000E+03   -2.857293E+00    1.257997E-04    1.683175E-01  
 -3.813000E+04   -3.813000E+03   -2.849819E+00    1.059559E-04    1.417668E-01  
 -3.803000E+04   -3.803000E+03   -2.842345E+00    6.654219E-05    8.903211E-02  
 -3.793000E+04   -3.793000E+03   -2.834871E+00    1.116281E-04    1.493562E-01  
 -3.783000E+04   -3.783000E+03   -2.827397E+00    8.149223E-05    1.090350E-01  
 -3.773000E+04   -3.773000E+03   -2.819923E+00    8.950867E-05    1.197608E-01  
 -3.763000E+04   -3.763000E+03   -2.812449E+00    7.251744E-05    9.702688E-02  
 -3.753000E+04   -3.753000E+03   -2.804975E+00    1.324610E-04    1.772301E-01  
 -3.743000E+04   -3.743000E+03   -2.797501E+00    9.634299E-05    1.289050E-01  
 -3.733000E+04   -3.733000E+03   -2.790027E+00    1.203347E-04    1.610054E-01  
 -3.723000E+04   -3.723000E+03   -2.782553E+00    1.101702E-04    1.474054E-01  
 -3.713000E+04   -3.713000E+03   -2.775079E+00    1.454000E-04    1.945423E-01  
 -3.703000E+04   -3.703000E+03   -2.767605E+00    7.076830E-05    9.468656E-02  
 -3.693000E+04   -3.693000E+03   -2.760131E+00    7.797161E-05    1.043244E-01  
 -3.683000E+04   -3.683000E+03   -2.752657E+00    1.109322E-04    1.484250E-01  
 -3.673000E+04   -3.673000E+03   -2.745183E+00    9.234774E-05    1.235594E-01  
 -3.663000E+04   -3.663000E+03   -2.737709E+00    1.176692E-04    1.574390E-01  
 -3.653000E+04   -3.653000E+03   -2.730235E+00    1.842333E-04    2.465004E-01  
 -3.643000E+04   -3.643000E+03   -2.722762E+00    1.786221E-04    2.389927E-01  
 -3.633000E+04   -3.633000E+03   -2.715288E+00    1.468083E-04    1.964266E-01  
 -3.623000E+04   -3.623000E+03   -2.707814E+00    1.518683E-04    2.031967E-01  
 -3.613000E+04   -3.613000E+03   -2.700340E+00    1.607316E-04    2.150556E-01  
 -3.603000E+04   -3.603000E+03   -2.692866E+00    1.623595E-04    2.172338E-01  
 -3.593000E+04   -3.593000E+03   -2.685392E+00    1.636567E-04    2.189694E-01  
 -3.583000E+04   -3.583000E+03   -2.677918E+00    2.041678E-04    2.731724E-01  
 -3.573000E+04   -3.573000E+03   -2.670444E+00    1.377950E-04    1.843670E-01  
 -3.563000E+04   -3.563000E+03   -2.662970E+00    1.431800E-04    1.915720E-01  
 -3.553000E+04   -3.553000E+03   -2.655496E+00    1.346181E-04    1.801163E-01  
 -3.543000E+04   -3.543000E+03   -2.648022E+00    1.341596E-04    1.795028E-01  
 -3.533000E+04   -3.533000E+03   -2.640548E+00    1.387940E-04    1.857035E-01  
 -3.523000E+04   -3.523000E+03   -2.633074E+00    1.419171E-04    1.898822E-01  
