

     time  configs     <nwalker>    std.dev.nw           <r>         <r^2>     std.dev.r   std.dev.r^2
       89    99840  0.100000E+01  0.000000E+00  0.113412E-01  0.596630E+01  0.773029E-02  0.266045E-01
       93    99840  0.100000E+01  0.000000E+00  0.965613E-02  0.605433E+01  0.778713E-02  0.270938E-01
       97    99840  0.100000E+01  0.000000E+00  0.414122E-02  0.619610E+01  0.787782E-02  0.277751E-01
      101    99840  0.100000E+01  0.000000E+00  0.132805E-01  0.629127E+01  0.793799E-02  0.281841E-01
      106    99840  0.100000E+01  0.000000E+00  0.678059E-02  0.640856E+01  0.801173E-02  0.285910E-01
      111    99840  0.100000E+01  0.000000E+00  0.861324E-02  0.653008E+01  0.808732E-02  0.291228E-01
      116    99840  0.100000E+01  0.000000E+00  0.792569E-03  0.662959E+01  0.814875E-02  0.295902E-01
      121    99840  0.100000E+01  0.000000E+00  0.850088E-02  0.673303E+01  0.821203E-02  0.299737E-01
      127    99840  0.100000E+01  0.000000E+00  0.677851E-02  0.688869E+01  0.830643E-02  0.307289E-01
      133    99840  0.100000E+01  0.000000E+00  0.549500E-02  0.703176E+01  0.839226E-02  0.314523E-01
      139    99840  0.100000E+01  0.000000E+00  0.403576E-02  0.716473E+01  0.847124E-02  0.319713E-01
      145    99840  0.100000E+01  0.000000E+00  0.111139E-01  0.726238E+01  0.852871E-02  0.324317E-01
      152    99840  0.100000E+01  0.000000E+00  0.765748E-03  0.741220E+01  0.861631E-02  0.330101E-01
      159    99840  0.100000E+01  0.000000E+00 -0.378527E-02  0.750863E+01  0.867217E-02  0.333584E-01
      166    99840  0.100000E+01  0.000000E+00 -0.211710E-02  0.764458E+01  0.875033E-02  0.340487E-01
      174    99840  0.100000E+01  0.000000E+00  0.265935E-02  0.778309E+01  0.882925E-02  0.346267E-01
      182    99840  0.100000E+01  0.000000E+00  0.808831E-02  0.792385E+01  0.890869E-02  0.354278E-01
      191    99840  0.100000E+01  0.000000E+00  0.152219E-02  0.807441E+01  0.899297E-02  0.358838E-01
      200    99840  0.100000E+01  0.000000E+00 -0.358877E-02  0.827391E+01  0.910338E-02  0.369715E-01
      210    99840  0.100000E+01  0.000000E+00  0.268416E-02  0.843523E+01  0.919170E-02  0.376317E-01
      220    99840  0.100000E+01  0.000000E+00  0.193443E-02  0.855071E+01  0.925441E-02  0.381938E-01
      231    99840  0.100000E+01  0.000000E+00  0.584921E-02  0.876660E+01  0.937049E-02  0.394793E-01
      242    99840  0.100000E+01  0.000000E+00  0.864943E-02  0.889832E+01  0.944060E-02  0.398045E-01
      254    99840  0.100000E+01  0.000000E+00  0.983350E-02  0.911467E+01  0.955468E-02  0.407555E-01
      266    99840  0.100000E+01  0.000000E+00  0.107144E-01  0.927130E+01  0.963641E-02  0.414878E-01
      279    99840  0.100000E+01  0.000000E+00  0.124906E-01  0.947408E+01  0.974120E-02  0.424936E-01
      292    99840  0.100000E+01  0.000000E+00  0.122562E-01  0.961741E+01  0.981462E-02  0.430787E-01
      306    99840  0.100000E+01  0.000000E+00  0.145860E-01  0.975972E+01  0.988694E-02  0.438745E-01
      321    99840  0.100000E+01  0.000000E+00  0.193570E-01  0.100253E+02  0.100205E-01  0.451498E-01
      337    99840  0.100000E+01  0.000000E+00  0.161995E-01  0.101872E+02  0.101011E-01  0.457256E-01
      353    99840  0.100000E+01  0.000000E+00  0.816967E-02  0.103694E+02  0.101911E-01  0.462695E-01
      370    99840  0.100000E+01  0.000000E+00  0.183150E-01  0.106060E+02  0.103066E-01  0.478744E-01
      388    99840  0.100000E+01  0.000000E+00  0.165787E-01  0.108142E+02  0.104073E-01  0.485827E-01
      407    99840  0.100000E+01  0.000000E+00  0.159770E-01  0.110599E+02  0.105249E-01  0.494182E-01
      427    99840  0.100000E+01  0.000000E+00  0.166261E-01  0.112767E+02  0.106275E-01  0.504222E-01
      448    99840  0.100000E+01  0.000000E+00  0.109647E-01  0.114932E+02  0.107292E-01  0.517759E-01
      470    99840  0.100000E+01  0.000000E+00  0.244004E-01  0.116507E+02  0.108022E-01  0.522940E-01
      493    99840  0.100000E+01  0.000000E+00  0.234393E-01  0.119580E+02  0.109438E-01  0.535292E-01
      517    99840  0.100000E+01  0.000000E+00  0.208428E-01  0.121279E+02  0.110213E-01  0.544935E-01
      542    99840  0.100000E+01  0.000000E+00  0.232205E-01  0.123729E+02  0.111320E-01  0.555954E-01
      569    99840  0.100000E+01  0.000000E+00  0.222401E-01  0.126078E+02  0.112372E-01  0.565529E-01
      597    99840  0.100000E+01  0.000000E+00  0.117061E-01  0.128389E+02  0.113399E-01  0.573192E-01
      626    99840  0.100000E+01  0.000000E+00  0.251190E-01  0.131025E+02  0.114555E-01  0.588070E-01
      657    99840  0.100000E+01  0.000000E+00  0.589546E-02  0.133126E+02  0.115473E-01  0.595119E-01
      689    99840  0.100000E+01  0.000000E+00  0.826699E-02  0.134896E+02  0.116238E-01  0.600243E-01
      723    99840  0.100000E+01  0.000000E+00  0.196540E-02  0.138746E+02  0.117885E-01  0.616838E-01
      759    99840  0.100000E+01  0.000000E+00  0.920486E-02  0.141829E+02  0.119187E-01  0.630788E-01
      796    99840  0.100000E+01  0.000000E+00  0.959298E-02  0.144969E+02  0.120499E-01  0.647881E-01
      835    99840  0.100000E+01  0.000000E+00  0.451038E-02  0.147395E+02  0.121504E-01  0.657740E-01
      876    99840  0.100000E+01  0.000000E+00  0.544996E-02  0.150241E+02  0.122671E-01  0.664739E-01
      919    99840  0.100000E+01  0.000000E+00  0.103964E-01  0.153380E+02  0.123945E-01  0.684786E-01
      964    99840  0.100000E+01  0.000000E+00  0.339507E-02  0.155985E+02  0.124994E-01  0.695647E-01
     1012    99840  0.100000E+01  0.000000E+00 -0.261386E-02  0.159130E+02  0.126248E-01  0.707935E-01
     1062    99840  0.100000E+01  0.000000E+00  0.112043E-01  0.162145E+02  0.127438E-01  0.719545E-01
     1115    99840  0.100000E+01  0.000000E+00  0.302721E-02  0.165583E+02  0.128782E-01  0.738321E-01
     1170    99840  0.100000E+01  0.000000E+00 -0.423699E-02  0.168732E+02  0.130001E-01  0.752821E-01
     1228    99840  0.100000E+01  0.000000E+00 -0.387214E-02  0.172522E+02  0.131453E-01  0.772828E-01
     1289    99840  0.100000E+01  0.000000E+00  0.419214E-02  0.174930E+02  0.132367E-01  0.775486E-01
     1353    99840  0.100000E+01  0.000000E+00  0.131257E-01  0.179372E+02  0.134037E-01  0.797150E-01
     1420    99840  0.100000E+01  0.000000E+00  0.194497E-01  0.182638E+02  0.135250E-01  0.812693E-01
     1491    99840  0.100000E+01  0.000000E+00  0.185215E-01  0.186481E+02  0.136666E-01  0.830676E-01
     1565    99840  0.100000E+01  0.000000E+00  0.207049E-01  0.189758E+02  0.137862E-01  0.837984E-01
     1643    99840  0.100000E+01  0.000000E+00  0.183106E-01  0.193317E+02  0.139149E-01  0.854710E-01
     1725    99840  0.100000E+01  0.000000E+00  0.180934E-01  0.196899E+02  0.140432E-01  0.868694E-01
     1811    99840  0.100000E+01  0.000000E+00  0.246493E-01  0.200251E+02  0.141621E-01  0.883140E-01
     1901    99840  0.100000E+01  0.000000E+00  0.308623E-01  0.204633E+02  0.143161E-01  0.899874E-01
     1996    99840  0.100000E+01  0.000000E+00  0.202872E-01  0.207563E+02  0.144184E-01  0.907099E-01
     2095    99840  0.100000E+01  0.000000E+00  0.357978E-01  0.210944E+02  0.145351E-01  0.925698E-01
     2199    99840  0.100000E+01  0.000000E+00  0.278468E-01  0.215991E+02  0.147081E-01  0.946838E-01
     2308    99840  0.100000E+01  0.000000E+00  0.288873E-01  0.220367E+02  0.148564E-01  0.967666E-01
     2423    99840  0.100000E+01  0.000000E+00  0.396868E-01  0.223499E+02  0.149613E-01  0.973172E-01
     2544    99840  0.100000E+01  0.000000E+00  0.308155E-01  0.228376E+02  0.151239E-01  0.990403E-01
     2671    99840  0.100000E+01  0.000000E+00  0.374744E-01  0.230896E+02  0.152070E-01  0.100245E+00
