 Program Mean-density FBM Gaussian Binned (procs as sets)
 average displacement of reflected FBM
 force_weight=  0.000000000000000E+000
 STEPDIS= GAU
 STEPSIG=   1.00000000000000     
 GAMMMA=   1.00000000000000     
 NT=     33554432
 L=   100000.000000000     
 DECAYFACTOR=    1.00000000000000     
 NWALKERS_PER_SET=          64
 NSETS=          32
 IRINIT=           1
 NCONF=        2048
 FORCE_TYPE= LINEAR
 GRAD_FORM= SYMM
 GRAD_DX=            1
 KILL_FBM_TIME=    33554432
 WALKER_SIGMA=  0.500000000000000     
 WALKER_WIDTH=    1.50000000000000     
 NBINS=       500000
 ==================================
    time         <r^2>         <r^4>
         1   0.100927E+01   0.314524E+01
         2   0.207034E+01   0.127917E+02
         3   0.302614E+01   0.274171E+02
         4   0.408285E+01   0.519838E+02
         5   0.504756E+01   0.775179E+02
         6   0.614570E+01   0.111010E+03
         7   0.715513E+01   0.153096E+03
         8   0.811630E+01   0.192906E+03
        10   0.977643E+01   0.268149E+03
        12   0.118914E+02   0.411407E+03
        14   0.139967E+02   0.589676E+03
        17   0.168821E+02   0.865625E+03
        20   0.193818E+02   0.113789E+04
        24   0.235144E+02   0.169605E+04
        29   0.284701E+02   0.258160E+04
        34   0.335386E+02   0.354119E+04
        40   0.384927E+02   0.473706E+04
        48   0.477858E+02   0.730693E+04
        57   0.572192E+02   0.100878E+05
        68   0.672936E+02   0.135844E+05
        81   0.808359E+02   0.196454E+05
        96   0.956900E+02   0.270835E+05
       114   0.111408E+03   0.369070E+05
       136   0.124163E+03   0.481786E+05
       162   0.147703E+03   0.690280E+05
       193   0.179342E+03   0.101557E+06
       230   0.216343E+03   0.146497E+06
       274   0.257944E+03   0.195346E+06
       326   0.318539E+03   0.301227E+06
       388   0.370414E+03   0.406319E+06
       461   0.447740E+03   0.588090E+06
       548   0.526339E+03   0.797481E+06
       652   0.641154E+03   0.125130E+07
       775   0.786601E+03   0.187029E+07
       922   0.931845E+03   0.268168E+07
      1096   0.111112E+04   0.374487E+07
      1303   0.130250E+04   0.539014E+07
      1550   0.153467E+04   0.755936E+07
      1843   0.181772E+04   0.104769E+08
      2192   0.222215E+04   0.157539E+08
      2607   0.253360E+04   0.206353E+08
      3100   0.303550E+04   0.284929E+08
      3687   0.372525E+04   0.410142E+08
      4385   0.431039E+04   0.569836E+08
      5215   0.513354E+04   0.828492E+08
      6202   0.613307E+04   0.121328E+09
      7375   0.731920E+04   0.160709E+09
      8770   0.873553E+04   0.231508E+09
     10429   0.101135E+05   0.306868E+09
     12402   0.121613E+05   0.445183E+09
     14749   0.147046E+05   0.642553E+09
     17540   0.171814E+05   0.880409E+09
     20859   0.197292E+05   0.112987E+10
     24806   0.231747E+05   0.156331E+10
     29499   0.283811E+05   0.235578E+10
     35080   0.346583E+05   0.354942E+10
     41717   0.415704E+05   0.540416E+10
     49610   0.493682E+05   0.734498E+10
     58997   0.580227E+05   0.994647E+10
     70160   0.679555E+05   0.139319E+11
     83435   0.815669E+05   0.201184E+11
     99221   0.954200E+05   0.280702E+11
    117994   0.119275E+06   0.432526E+11
    140319   0.142260E+06   0.628886E+11
    166868   0.164823E+06   0.866307E+11
    198441   0.198404E+06   0.120716E+12
    235987   0.236379E+06   0.167272E+12
    280637   0.272642E+06   0.222945E+12
    333736   0.328072E+06   0.328649E+12
    396881   0.390131E+06   0.461238E+12
    471974   0.453223E+06   0.597509E+12
    561275   0.545577E+06   0.875508E+12
    667472   0.643583E+06   0.117292E+13
    793762   0.779444E+06   0.174104E+13
    943947   0.941392E+06   0.252987E+13
   1122548   0.111462E+07   0.364311E+13
   1334942   0.133137E+07   0.524319E+13
   1587523   0.160830E+07   0.750474E+13
   1887894   0.187400E+07   0.999893E+13
   2245097   0.233017E+07   0.153962E+14
   2669885   0.282569E+07   0.226486E+14
   3175046   0.332239E+07   0.304807E+14
   3775787   0.402207E+07   0.457090E+14
   4490193   0.476144E+07   0.662990E+14
   5339769   0.571312E+07   0.968289E+14
   6350091   0.679874E+07   0.141365E+15
   7551573   0.781477E+07   0.180043E+15
   8980384   0.924550E+07   0.245255E+15
  10679537   0.107242E+08   0.323622E+15
  12700181   0.121641E+08   0.410232E+15
  15103146   0.145925E+08   0.627186E+15
  17960769   0.179406E+08   0.966672E+15
  21359074   0.210445E+08   0.136274E+16
  25400363   0.252061E+08   0.194230E+16
  30206292   0.297648E+08   0.274724E+16
