
     time  configs     <nwalker>    std.dev.nw           <r>         <r^2>     std.dev.r   std.dev.r^2
       89    99840  0.100000E+01  0.000000E+00  0.150371E+00  0.318895E+04  0.178719E+00  0.142713E+02
       93    99840  0.100000E+01  0.000000E+00  0.163904E+00  0.345021E+04  0.185896E+00  0.154382E+02
       97    99840  0.100000E+01  0.000000E+00  0.178623E+00  0.372217E+04  0.193083E+00  0.166549E+02
      101    99840  0.100000E+01  0.000000E+00  0.200478E+00  0.400377E+04  0.200253E+00  0.179154E+02
      106    99840  0.100000E+01  0.000000E+00  0.211957E+00  0.436830E+04  0.209171E+00  0.195462E+02
      111    99840  0.100000E+01  0.000000E+00  0.225000E+00  0.474610E+04  0.218029E+00  0.212389E+02
      116    99840  0.100000E+01  0.000000E+00  0.225250E+00  0.513569E+04  0.226801E+00  0.229833E+02
      121    99840  0.100000E+01  0.000000E+00  0.230035E+00  0.553871E+04  0.235532E+00  0.247883E+02
      127    99840  0.100000E+01  0.000000E+00  0.238653E+00  0.603952E+04  0.245950E+00  0.270410E+02
      133    99840  0.100000E+01  0.000000E+00  0.251905E+00  0.655931E+04  0.256315E+00  0.293616E+02
      139    99840  0.100000E+01  0.000000E+00  0.263054E+00  0.710168E+04  0.266702E+00  0.317870E+02
      145    99840  0.100000E+01  0.000000E+00  0.285815E+00  0.766013E+04  0.276990E+00  0.342863E+02
      152    99840  0.100000E+01  0.000000E+00  0.290718E+00  0.834085E+04  0.289035E+00  0.373393E+02
      159    99840  0.100000E+01  0.000000E+00  0.270913E+00  0.904168E+04  0.300933E+00  0.404587E+02
      166    99840  0.100000E+01  0.000000E+00  0.261819E+00  0.977228E+04  0.312856E+00  0.437167E+02
      174    99840  0.100000E+01  0.000000E+00  0.275472E+00  0.106366E+05  0.326397E+00  0.475660E+02
      182    99840  0.100000E+01  0.000000E+00  0.298933E+00  0.115285E+05  0.339807E+00  0.515558E+02
      191    99840  0.100000E+01  0.000000E+00  0.311314E+00  0.125711E+05  0.354840E+00  0.562165E+02
      200    99840  0.100000E+01  0.000000E+00  0.307575E+00  0.136601E+05  0.369891E+00  0.610636E+02
      210    99840  0.100000E+01  0.000000E+00  0.319340E+00  0.149183E+05  0.386551E+00  0.666791E+02
      220    99840  0.100000E+01  0.000000E+00  0.326894E+00  0.162164E+05  0.403017E+00  0.724702E+02
      231    99840  0.100000E+01  0.000000E+00  0.333590E+00  0.177061E+05  0.421122E+00  0.791128E+02
      242    99840  0.100000E+01  0.000000E+00  0.356130E+00  0.192482E+05  0.439078E+00  0.859350E+02
      254    99840  0.100000E+01  0.000000E+00  0.408725E+00  0.209987E+05  0.458608E+00  0.936343E+02
      266    99840  0.100000E+01  0.000000E+00  0.436404E+00  0.228144E+05  0.478025E+00  0.101549E+03
      279    99840  0.100000E+01  0.000000E+00  0.491576E+00  0.248537E+05  0.498932E+00  0.110377E+03
      292    99840  0.100000E+01  0.000000E+00  0.555504E+00  0.269566E+05  0.519611E+00  0.119333E+03
      306    99840  0.100000E+01  0.000000E+00  0.627998E+00  0.292878E+05  0.541612E+00  0.129092E+03
      321    99840  0.100000E+01  0.000000E+00  0.736187E+00  0.318621E+05  0.564913E+00  0.139536E+03
      337    99840  0.100000E+01  0.000000E+00  0.795361E+00  0.346842E+05  0.589399E+00  0.150626E+03
      353    99840  0.100000E+01  0.000000E+00  0.846165E+00  0.375692E+05  0.613422E+00  0.161503E+03
      370    99840  0.100000E+01  0.000000E+00  0.906664E+00  0.406979E+05  0.638454E+00  0.172881E+03
      388    99840  0.100000E+01  0.000000E+00  0.959140E+00  0.440714E+05  0.664388E+00  0.184712E+03
      407    99840  0.100000E+01  0.000000E+00  0.102546E+01  0.476821E+05  0.691068E+00  0.196884E+03
      427    99840  0.100000E+01  0.000000E+00  0.108616E+01  0.515152E+05  0.718308E+00  0.209388E+03
      448    99840  0.100000E+01  0.000000E+00  0.113084E+01  0.555485E+05  0.745897E+00  0.221802E+03
      470    99840  0.100000E+01  0.000000E+00  0.124341E+01  0.597674E+05  0.773703E+00  0.234036E+03
      493    99840  0.100000E+01  0.000000E+00  0.136186E+01  0.641583E+05  0.801619E+00  0.245947E+03
      517    99840  0.100000E+01  0.000000E+00  0.141363E+01  0.686676E+05  0.829311E+00  0.257256E+03
      542    99840  0.100000E+01  0.000000E+00  0.151783E+01  0.732631E+05  0.856611E+00  0.268000E+03
      569    99840  0.100000E+01  0.000000E+00  0.160095E+01  0.781059E+05  0.884469E+00  0.278574E+03
      597    99840  0.100000E+01  0.000000E+00  0.163433E+01  0.830218E+05  0.911878E+00  0.288595E+03
