 Program Soft FBM Gaussian Binned (procs as sets)
 average displacement of reflected FBM
 force_weight= -0.25000000000000000     
 STEPDIS= GAU
 STEPSIG=   1.0000000000000000     
 GAMMMA=  0.50000000000000000     
 NT=      8388608
 L=   1000000.0000000000     
 NWALKERS_PER_SET=          64
 NSETS=         120
 IRINIT=           1
 NCONF=        7680
 FORCE_TYPE= LINEAR
 FORCE_TEST= NONE
 GRAD_FORM= SYMM
 GRAD_DX=            1
 GRAD_TEST= NONE
 KILL_FBM_TIME=     8388608
 WINDOW_WIDTH=            7
 WALKER_SIGMA=  0.50000000000000000     
 WALKER_WIDTH=    1.5000000000000000     
 NBINS=      5000000
 ==================================
    time         <r^2>         <r^4>
         1   0.996866E+00   0.295437E+01
         2   0.283498E+01   0.240033E+02
         3   0.528704E+01   0.841086E+02
         4   0.812871E+01   0.199237E+03
         5   0.112939E+02   0.378127E+03
         6   0.148210E+02   0.641321E+03
         7   0.186202E+02   0.100796E+04
         8   0.226885E+02   0.147921E+04
        10   0.314437E+02   0.283924E+04
        12   0.414161E+02   0.500007E+04
        14   0.522951E+02   0.800130E+04
        17   0.704038E+02   0.145969E+05
        20   0.895982E+02   0.237694E+05
        24   0.118308E+03   0.416479E+05
        29   0.156705E+03   0.733234E+05
        34   0.198102E+03   0.116353E+06
        40   0.250342E+03   0.186691E+06
        48   0.331542E+03   0.328400E+06
        57   0.431388E+03   0.551244E+06
        68   0.561776E+03   0.921884E+06
        81   0.729880E+03   0.154693E+07
        96   0.943827E+03   0.257233E+07
       114   0.122014E+04   0.433592E+07
       136   0.158164E+04   0.740607E+07
       162   0.206121E+04   0.125390E+08
       193   0.269527E+04   0.217724E+08
       230   0.350277E+04   0.370084E+08
       274   0.454556E+04   0.618005E+08
       326   0.595720E+04   0.106659E+09
       388   0.776846E+04   0.179207E+09
       461   0.101131E+05   0.304994E+09
       548   0.132152E+05   0.522107E+09
       652   0.172040E+05   0.893555E+09
       775   0.222564E+05   0.149284E+10
       922   0.287969E+05   0.252382E+10
      1096   0.371391E+05   0.420714E+10
      1303   0.478562E+05   0.697541E+10
      1550   0.617023E+05   0.113960E+11
      1843   0.801510E+05   0.191023E+11
      2192   0.104926E+06   0.327082E+11
      2607   0.135548E+06   0.546539E+11
      3100   0.176642E+06   0.924678E+11
      3687   0.229258E+06   0.156176E+12
      4385   0.296071E+06   0.260675E+12
      5215   0.382831E+06   0.435510E+12
      6202   0.496003E+06   0.736081E+12
      7375   0.639440E+06   0.121963E+13
      8770   0.824930E+06   0.204025E+13
     10429   0.105949E+07   0.338738E+13
     12402   0.138209E+07   0.575755E+13
     14749   0.180890E+07   0.993979E+13
     17540   0.232943E+07   0.162973E+14
     20859   0.299159E+07   0.268985E+14
     24806   0.389128E+07   0.463582E+14
     29499   0.509652E+07   0.801487E+14
     35080   0.663652E+07   0.135775E+15
     41717   0.859833E+07   0.229385E+15
     49610   0.112308E+08   0.390530E+15
     58997   0.146299E+08   0.660014E+15
     70160   0.188426E+08   0.108214E+16
     83435   0.242770E+08   0.178691E+16
     99221   0.312343E+08   0.290615E+16
    117994   0.408258E+08   0.493735E+16
    140319   0.528902E+08   0.829346E+16
    166868   0.681552E+08   0.137976E+17
    198441   0.883266E+08   0.230414E+17
    235987   0.114759E+09   0.384170E+17
    280637   0.148065E+09   0.645388E+17
    333736   0.190800E+09   0.106518E+18
    396881   0.245807E+09   0.177521E+18
    471974   0.318780E+09   0.296064E+18
    561275   0.415342E+09   0.504291E+18
    667472   0.543149E+09   0.864795E+18
    793762   0.708095E+09   0.147425E+19
    943947   0.923411E+09   0.249948E+19
   1122548   0.119254E+10   0.418964E+19
   1334942   0.155543E+10   0.715044E+19
   1587523   0.203654E+10   0.122736E+20
   1887894   0.263460E+10   0.204691E+20
   2245097   0.343630E+10   0.342022E+20
   2669885   0.446934E+10   0.575887E+20
   3175046   0.579342E+10   0.972697E+20
   3775787   0.752061E+10   0.165094E+21
   4490193   0.975750E+10   0.278650E+21
   5339769   0.127448E+11   0.480683E+21
   6350091   0.164771E+11   0.799581E+21
   7551573   0.211472E+11   0.130263E+22
